offence,occurrenceyear,MCI,Division,Hood_ID,Neighbourhood,Long,Lat
B&E,2016.0,Break and Enter,D43,138,Eglinton East (138),-79.2445679,43.7441444
Assault,2016.0,Assault,D31,21,Humber Summit (21),-79.5427094,43.7533379
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4129028,43.7692757
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.28276059999997,43.7279472
Assault,2016.0,Assault,D42,132,Malvern (132),-79.23408509999999,43.79228970000001
B&E,2016.0,Break and Enter,D31,26,Downsview-Roding-CFB (26),-79.5088806,43.7309189
Robbery - Other,2016.0,Robbery,D42,46,Pleasant View (46),-79.3314133,43.7931099
Assault With Weapon,2016.0,Assault,D41,121,Oakridge (121),-79.28211209999998,43.6926117
Assault With Weapon,2016.0,Assault,D11,83,Dufferin Grove (83),-79.4417343,43.6585617
B&E,2016.0,Break and Enter,D11,83,Dufferin Grove (83),-79.4417343,43.6585617
Discharge Firearm - Recklessly,2016.0,Assault,D55,68,North Riverdale (68),-79.3430939,43.6684494
Robbery - Financial Institute,2016.0,Robbery,D41,126,Dorset Park (126),-79.2770309,43.75165560000001
Assault,2016.0,Assault,D41,119,Wexford/Maryvale (119),-79.294014,43.7435684
Assault,2016.0,Assault,D54,58,Old East York (58),-79.3377151,43.700119
Assault With Weapon,2016.0,Assault,D51,73,Moss Park (73),-79.3701248,43.6561661
Discharge Firearm - Recklessly,2016.0,Assault,D14,85,South Parkdale (85),-79.43472290000003,43.6374626
Assault,2016.0,Assault,D32,35,Westminster-Branson (35),-79.4460526,43.7859192
Robbery - Mugging,2016.0,Robbery,D11,91,Weston-Pellam Park (91),-79.4613113,43.6708412
Assault With Weapon,2016.0,Assault,D31,24,Black Creek (24),-79.5177765,43.7590179
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.38867950000002,43.648201
Assault,2016.0,Assault,D42,129,Agincourt North (129),-79.2875366,43.8082924
Assault Peace Officer,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.39504240000002,43.6454735
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.4378662,43.6384735
B&E,2016.0,Break and Enter,D33,52,Bayview Village (52),-79.3788147,43.7808342
B&E,2016.0,Break and Enter,D52,76,Bay Street Corridor (76),-79.3844147,43.6573105
Assault With Weapon,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.59037020000002,43.7340126
Assault,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.59037020000002,43.7340126
B&E W'Intent,2016.0,Break and Enter,D33,49,Bayview Woods-Steeles (49),-79.3900375,43.7870674
Assault,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4448318,43.7810402
Assault,2016.0,Assault,D53,100,Yonge-Eglinton (100),-79.4008408,43.70776370000001
B&E W'Intent,2016.0,Break and Enter,D22,11,Eringate-Centennial-West Deane (11),-79.5877762,43.66020200000001
Assault,2016.0,Assault,D42,128,Agincourt South-Malvern West (128),-79.2820663,43.77947620000001
Assault Bodily Harm,2016.0,Assault,D51,73,Moss Park (73),-79.3701248,43.6561661
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.38095859999999,43.6657257
Assault,2016.0,Assault,D53,99,Mount Pleasant East (99),-79.3881531,43.7032967
Assault,2016.0,Assault,D14,78,Kensington-Chinatown (78),-79.40651700000002,43.656723
Robbery - Other,2016.0,Robbery,D52,76,Bay Street Corridor (76),-79.3815842,43.6579094
Assault,2016.0,Assault,D14,82,Niagara (82),-79.39965059999999,43.636486100000006
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.41244509999999,43.7674751
Aggravated Assault,2016.0,Assault,D11,86,Roncesvalles (86),-79.4500732,43.64894870000001
B&E,2016.0,Break and Enter,D33,47,Don Valley Village (47),-79.34371949999998,43.7758369
Theft Over,2016.0,Theft Over,D23,7,Willowridge-Martingrove-Richview (7),-79.5577545,43.6798363
Assault,2016.0,Assault,D53,55,Thorncliffe Park (55),-79.3466263,43.7032127
B&E,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.56237790000002,43.7025948
Aggravated Assault,2016.0,Assault,D11,86,Roncesvalles (86),-79.4500732,43.64894870000001
Aggravated Assault,2016.0,Assault,D11,86,Roncesvalles (86),-79.4500732,43.64894870000001
Assault With Weapon,2016.0,Assault,D11,86,Roncesvalles (86),-79.4500732,43.64894870000001
Assault,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.3985062,43.6447792
Assault With Weapon,2016.0,Assault,D22,20,Alderwood (20),-79.5419159,43.6024323
Assault Bodily Harm,2016.0,Assault,D14,84,Little Portugal (84),-79.4259949,43.6427689
B&E,2016.0,Break and Enter,D43,139,Scarborough Village (139),-79.212471,43.7360802
Assault,2016.0,Assault,D12,115,Mount Dennis (115),-79.5050659,43.68949129999999
Assault,2016.0,Assault,D43,134,Highland Creek (134),-79.1839676,43.7845116
Assault,2016.0,Assault,D14,81,Trinity-Bellwoods (81),-79.4139328,43.65070720000001
Assault,2016.0,Assault,D42,132,Malvern (132),-79.213562,43.8055992
Theft From Motor Vehicle Over,2016.0,Theft Over,D54,67,Playter Estates-Danforth (67),-79.3496246,43.6780128
Assault,2016.0,Assault,D55,61,Taylor-Massey (61),-79.28836059999998,43.6912346
B&E,2016.0,Break and Enter,D32,39,Bedford Park-Nortown (39),-79.41927340000002,43.731643700000006
Assault,2016.0,Assault,D42,132,Malvern (132),-79.2378235,43.7915154
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.57009120000002,43.7604294
Robbery With Weapon,2016.0,Robbery,D12,30,Brookhaven-Amesbury (30),-79.4780655,43.7086601
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.55116269999998,43.7665596
Administering Noxious Thing,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.397644,43.6449547
Assault Bodily Harm,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.397644,43.6449547
Assault With Weapon,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.397644,43.6449547
Assault,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.397644,43.6449547
B&E,2016.0,Break and Enter,D22,13,Etobicoke West Mall (13),-79.5687103,43.6494102
B&E,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.5872574,43.7090645
Theft Over,2016.0,Theft Over,D11,86,Roncesvalles (86),-79.4466782,43.6402016
Assault Peace Officer,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5168915,43.7518196
Assault Bodily Harm,2016.0,Assault,D51,73,Moss Park (73),-79.3734589,43.65730670000001
Assault,2016.0,Assault,D12,115,Mount Dennis (115),-79.49421690000001,43.6886597
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.44156650000002,43.6366425
Assault Bodily Harm,2016.0,Assault,D12,113,Weston (113),-79.5283203,43.7045479
Assault With Weapon,2016.0,Assault,D12,113,Weston (113),-79.5283203,43.7045479
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3710327,43.658294700000006
Assault,2016.0,Assault,D31,23,Pelmo Park-Humberlea (23),-79.5382309,43.7337494
Assault,2016.0,Assault,D51,77,Waterfront Communities-The Island (77),-79.3684921,43.6487732
B&E,2016.0,Break and Enter,D53,98,Rosedale-Moore Park (98),-79.3771515,43.6833878
B&E,2016.0,Break and Enter,D32,27,York University Heights (27),-79.47444920000002,43.7768097
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5093002,43.7383118
Assault With Weapon,2016.0,Assault,D23,4,Rexdale-Kipling (4),-79.56420899999998,43.7225533
Assault With Weapon,2016.0,Assault,D23,4,Rexdale-Kipling (4),-79.56420899999998,43.7225533
Assault,2016.0,Assault,D23,4,Rexdale-Kipling (4),-79.56420899999998,43.7225533
Assault,2016.0,Assault,D55,70,South Riverdale (70),-79.33560940000002,43.66925429999999
B&E,2016.0,Break and Enter,D51,75,Church-Yonge Corridor (75),-79.3763733,43.6585159
Theft From Mail / Bag / Key,2016.0,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3763733,43.6585159
Assault With Weapon,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.3944626,43.7120667
Assault With Weapon,2016.0,Assault,D43,137,Woburn (137),-79.2329788,43.77954860000001
Assault With Weapon,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5129395,43.75225070000001
Assault With Weapon,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5129395,43.75225070000001
Assault With Weapon,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5129395,43.75225070000001
B&E,2016.0,Break and Enter,D51,77,Waterfront Communities-The Island (77),-79.3698196,43.645546
B&E,2016.0,Break and Enter,D51,77,Waterfront Communities-The Island (77),-79.3698196,43.645546
Assault,2016.0,Assault,D55,62,East End-Danforth (62),-79.3106689,43.6861649
B&E,2016.0,Break and Enter,D32,39,Bedford Park-Nortown (39),-79.41527559999999,43.7360382
Assault With Weapon,2016.0,Assault,D32,32,Englemount-Lawrence (32),-79.4310608,43.7248459
Assault,2016.0,Assault,D54,54,O'Connor-Parkview (54),-79.296936,43.7013321
Assault,2016.0,Assault,D55,69,Blake-Jones (69),-79.3381882,43.672451
B&E,2016.0,Break and Enter,D14,77,Waterfront Communities-The Island (77),-79.3944321,43.6402054
Assault,2016.0,Assault,D54,57,Broadview North (57),-79.34916690000001,43.690403
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.39504240000002,43.6454735
Pointing A Firearm,2016.0,Assault,D41,126,Dorset Park (126),-79.28098299999998,43.7609711
Robbery - Vehicle Jacking,2016.0,Robbery,D41,126,Dorset Park (126),-79.28098299999998,43.7609711
Robbery - Vehicle Jacking,2016.0,Robbery,D41,126,Dorset Park (126),-79.28098299999998,43.7609711
Assault,2016.0,Assault,D43,135,Morningside (135),-79.2048569,43.7642326
Assault,2016.0,Assault,D43,135,Morningside (135),-79.2048569,43.7642326
Robbery With Weapon,2016.0,Robbery,D54,54,O'Connor-Parkview (54),-79.296936,43.7013321
Assault,2016.0,Assault,D43,137,Woburn (137),-79.2357712,43.7681122
Assault,2016.0,Assault,D51,72,Regent Park (72),-79.3609772,43.6619225
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.4298248,43.7755203
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3858566,43.6608162
Assault Bodily Harm,2016.0,Assault,D51,73,Moss Park (73),-79.3767166,43.6624222
Assault Bodily Harm,2016.0,Assault,D51,73,Moss Park (73),-79.3767166,43.6624222
B&E,2016.0,Break and Enter,D33,48,Hillcrest Village (48),-79.360054,43.79958720000001
Assault,2016.0,Assault,D14,82,Niagara (82),-79.400032,43.6373711
Assault,2016.0,Assault,D22,16,Stonegate-Queensway (16),-79.481514,43.63097379999999
Assault,2016.0,Assault,D32,37,Willowdale West (37),-79.4131088,43.7701416
B&E W'Intent,2016.0,Break and Enter,D42,132,Malvern (132),-79.21071620000002,43.8082008
Assault With Weapon,2016.0,Assault,D31,24,Black Creek (24),-79.5147705,43.7672119
Robbery - Mugging,2016.0,Robbery,D22,16,Stonegate-Queensway (16),-79.5000839,43.6435776
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5821152,43.7432671
Assault,2016.0,Assault,D22,14,Islington-City Centre West (14),-79.5272751,43.6503944
Theft Over - Distraction,2016.0,Theft Over,D32,31,Yorkdale-Glen Park (31),-79.4564133,43.7216187
Assault,2016.0,Assault,D42,128,Agincourt South-Malvern West (128),-79.2408066,43.7911873
B&E W'Intent,2016.0,Break and Enter,D13,109,Caledonia-Fairbank (109),-79.4514465,43.6931343
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.38211820000002,43.65909960000001
Robbery - Taxi,2016.0,Robbery,D12,23,Pelmo Park-Humberlea (23),-79.5101929,43.7171402
Assault,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.3983688,43.70673370000001
B&E W'Intent,2016.0,Break and Enter,D33,40,St.Andrew-Windfields (40),-79.3779449,43.754055
Assault Peace Officer,2016.0,Assault,D32,41,Bridle Path-Sunnybrook-York Mills (41),-79.4064941,43.7433052
Assault With Weapon,2016.0,Assault,D32,27,York University Heights (27),-79.4661331,43.7575073
Assault,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4160004,43.7816391
Assault With Weapon,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3743515,43.66291810000001
Assault,2016.0,Assault,D43,137,Woburn (137),-79.2058716,43.7645874
Robbery - Purse Snatch,2016.0,Robbery,D23,1,West Humber-Clairville (1),-79.57257840000003,43.6952248
Assault Bodily Harm,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3864441,43.65337750000001
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.387413,43.6684799
Assault With Weapon,2016.0,Assault,D14,77,Waterfront Communities-The Island (77),-79.39967349999998,43.6480675
Discharge Firearm With Intent,2016.0,Assault,D54,44,Flemingdon Park (44),-79.3303757,43.7165794
B&E,2016.0,Break and Enter,D13,101,Forest Hill South (101),-79.4133911,43.684166
Assault,2016.0,Assault,D54,44,Flemingdon Park (44),-79.3296509,43.715313
B&E,2016.0,Break and Enter,D12,111,Rockcliffe-Smythe (111),-79.4937363,43.682003
Theft Over,2016.0,Theft Over,D41,121,Oakridge (121),-79.29048159999998,43.6965523
Assault,2016.0,Assault,D43,137,Woburn (137),-79.2262573,43.7443962
B&E,2016.0,Break and Enter,D53,98,Rosedale-Moore Park (98),-79.37277979999998,43.6867256
Assault,2016.0,Assault,D14,81,Trinity-Bellwoods (81),-79.40772249999998,43.65648270000001
B&E,2016.0,Break and Enter,D42,129,Agincourt North (129),-79.2430801,43.812973
Theft Over,2016.0,Theft Over,D51,75,Church-Yonge Corridor (75),-79.37990570000002,43.6699753
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3919067,43.6416435
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3919067,43.6416435
Assault,2016.0,Assault,D53,95,Annex (95),-79.39308170000002,43.6707535
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5827103,43.7444992
Assault Bodily Harm,2016.0,Assault,D14,82,Niagara (82),-79.41008000000002,43.63742070000001
Assault With Weapon,2016.0,Assault,D41,121,Oakridge (121),-79.2783966,43.7057724
Assault - Resist/ Prevent Seiz,2016.0,Assault,D43,135,Morningside (135),-79.20562740000003,43.7788963
Assault,2016.0,Assault,D43,139,Scarborough Village (139),-79.2202072,43.7359428
Assault,2016.0,Assault,D23,4,Rexdale-Kipling (4),-79.57236479999997,43.7234421
Assault,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.5158234,43.61208720000001
Assault - Resist/ Prevent Seiz,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3686295,43.6658783
Assault With Weapon,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3686295,43.6658783
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.50897979999998,43.7223663
Assault With Weapon,2016.0,Assault,D33,46,Pleasant View (46),-79.3340988,43.7933578
Assault,2016.0,Assault,D33,46,Pleasant View (46),-79.3340988,43.7933578
Assault,2016.0,Assault,D43,138,Eglinton East (138),-79.2372665,43.7412338
B&E,2016.0,Break and Enter,D13,101,Forest Hill South (101),-79.41244509999999,43.6877708
Assault,2016.0,Assault,D32,38,Lansing-Westgate (38),-79.4382401,43.7544975
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3847122,43.65807720000001
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3847122,43.65807720000001
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3847122,43.65807720000001
B&E,2016.0,Break and Enter,D12,28,Rustic (28),-79.5022125,43.7127533
Robbery - Financial Institute,2016.0,Robbery,D42,117,L'Amoreaux (117),-79.3193359,43.7969971
Unlawfully In Dwelling-House,2016.0,Break and Enter,D54,61,Taylor-Massey (61),-79.29064179999997,43.6916466
Assault With Weapon,2016.0,Assault,D33,52,Bayview Village (52),-79.36638640000002,43.7761726
B&E,2016.0,Break and Enter,D54,66,Danforth (66),-79.3255692,43.6829491
Assault,2016.0,Assault,D42,130,Milliken (130),-79.2933197,43.82213970000001
Assault,2016.0,Assault,D42,130,Milliken (130),-79.2933197,43.82213970000001
Assault,2016.0,Assault,D53,95,Annex (95),-79.39791109999999,43.6692352
Assault - Resist/ Prevent Seiz,2016.0,Assault,D53,95,Annex (95),-79.39791109999999,43.6692352
Assault,2016.0,Assault,D41,121,Oakridge (121),-79.2801895,43.6961288
Assault,2016.0,Assault,D22,12,Markland Wood (12),-79.5802765,43.6363564
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.1937714,43.7630692
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.1937714,43.7630692
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1937714,43.7630692
Discharge Firearm - Recklessly,2016.0,Assault,D13,107,Oakwood Village (107),-79.4456558,43.6932716
Pointing A Firearm,2016.0,Assault,D13,107,Oakwood Village (107),-79.4456558,43.6932716
Assault,2016.0,Assault,D31,27,York University Heights (27),-79.4881744,43.7520256
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.38052370000003,43.66465
Discharge Firearm - Recklessly,2016.0,Assault,D54,43,Victoria Village (43),-79.30493929999999,43.71598820000001
Discharge Firearm - Recklessly,2016.0,Assault,D54,43,Victoria Village (43),-79.30493929999999,43.71598820000001
Assault With Weapon,2016.0,Assault,D55,69,Blake-Jones (69),-79.342392,43.6729698
B&E,2016.0,Break and Enter,D22,14,Islington-City Centre West (14),-79.51840209999997,43.6324883
Assault Peace Officer,2016.0,Assault,D54,59,Danforth East York (59),-79.32585909999997,43.68878170000001
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.5692215,43.7562332
Assault,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.57824709999998,43.70755
Assault,2016.0,Assault,D42,128,Agincourt South-Malvern West (128),-79.28765109999998,43.79987720000001
Assault - Resist/ Prevent Seiz,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3791122,43.6612625
Assault With Weapon,2016.0,Assault,D43,136,West Hill (136),-79.1818085,43.7611351
Assault Bodily Harm,2016.0,Assault,D33,45,Parkwoods-Donalda (45),-79.33779140000001,43.7601662
Assault With Weapon,2016.0,Assault,D33,45,Parkwoods-Donalda (45),-79.33779140000001,43.7601662
Assault,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.6011429,43.7472076
Assault,2016.0,Assault,D43,136,West Hill (136),-79.18622590000003,43.7684097
Assault,2016.0,Assault,D43,136,West Hill (136),-79.18622590000003,43.7684097
Assault,2016.0,Assault,D55,69,Blake-Jones (69),-79.3388138,43.6767464
Theft Over,2016.0,Theft Over,D41,120,Clairlea-Birchmount (120),-79.2836304,43.7182388
B&E,2016.0,Break and Enter,D11,87,High Park-Swansea (87),-79.4819641,43.6472816
Assault - Resist/ Prevent Seiz,2016.0,Assault,D41,124,Kennedy Park (124),-79.24996949999998,43.7317085
Assault Peace Officer,2016.0,Assault,D41,124,Kennedy Park (124),-79.24996949999998,43.7317085
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.24996949999998,43.7317085
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.24996949999998,43.7317085
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.37913509999998,43.6459885
B&E,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.6075745,43.7386208
Assault,2016.0,Assault,D11,84,Little Portugal (84),-79.4410172,43.6502838
Assault With Weapon,2016.0,Assault,D14,83,Dufferin Grove (83),-79.4313507,43.65773770000001
Assault,2016.0,Assault,D13,107,Oakwood Village (107),-79.4427948,43.69730379999999
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3644638,43.6556168
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3749313,43.6643295
Theft From Mail / Bag / Key,2016.0,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4965363,43.6117668
B&E,2016.0,Break and Enter,D14,82,Niagara (82),-79.4033661,43.6455154
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1747665,43.7668953
Aggravated Assault,2016.0,Assault,D33,52,Bayview Village (52),-79.38059229999998,43.7705498
Assault,2016.0,Assault,D33,53,Henry Farm (53),-79.34120940000003,43.7731895
Assault With Weapon,2016.0,Assault,D12,110,Keelesdale-Eglinton West (110),-79.46913149999997,43.6819344
Robbery - Mugging,2016.0,Robbery,D43,136,West Hill (136),-79.179924,43.7656288
Robbery - Mugging,2016.0,Robbery,D43,136,West Hill (136),-79.179924,43.7656288
B&E W'Intent,2016.0,Break and Enter,D32,51,Willowdale East (51),-79.3955002,43.7810783
Assault,2016.0,Assault,D55,70,South Riverdale (70),-79.3358917,43.66201020000001
B&E,2016.0,Break and Enter,D22,11,Eringate-Centennial-West Deane (11),-79.576828,43.6435661
Assault,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4160004,43.7816391
B&E W'Intent,2016.0,Break and Enter,D22,9,Edenbridge-Humber Valley (9),-79.51808170000002,43.6654968
Assault With Weapon,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.3944626,43.7120667
Assault,2016.0,Assault,D53,104,Mount Pleasant West (104),-79.3944626,43.7120667
Robbery - Business,2016.0,Robbery,D31,21,Humber Summit (21),-79.54955290000002,43.7598152
Unlawfully In Dwelling-House,2016.0,Break and Enter,D31,27,York University Heights (27),-79.5005569,43.7685204
Assault,2016.0,Assault,D23,3,Thistletown-Beaumond Heights (3),-79.55484770000002,43.7362747
Assault With Weapon,2016.0,Assault,D42,129,Agincourt North (129),-79.2703934,43.8071899
Assault,2016.0,Assault,D42,132,Malvern (132),-79.207962,43.8071251
Assault,2016.0,Assault,D54,59,Danforth East York (59),-79.3345566,43.6927414
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.39440920000001,43.7813034
Assault,2016.0,Assault,D11,87,High Park-Swansea (87),-79.4745407,43.641552
B&E,2016.0,Break and Enter,D12,113,Weston (113),-79.50511170000001,43.7075539
Robbery - Vehicle Jacking,2016.0,Robbery,D23,5,Elms-Old Rexdale (5),-79.5457153,43.7212753
Assault,2016.0,Assault,D54,69,Blake-Jones (69),-79.341774,43.6795692
B&E,2016.0,Break and Enter,D51,74,North St.James Town (74),-79.37644959999999,43.6712761
B&E,2016.0,Break and Enter,D14,95,Annex (95),-79.4124374,43.6648865
Assault,2016.0,Assault,D31,27,York University Heights (27),-79.4887619,43.7545166
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.380928,43.65633010000001
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.590126,43.7374535
Theft From Mail / Bag / Key,2016.0,Theft Over,D31,27,York University Heights (27),-79.49974820000001,43.7665749
Assault,2016.0,Assault,D11,87,High Park-Swansea (87),-79.4462204,43.6387177
B&E,2016.0,Break and Enter,D32,37,Willowdale West (37),-79.4145813,43.7717056
Assault With Weapon,2016.0,Assault,D14,82,Niagara (82),-79.41591640000001,43.63902279999999
Assault,2016.0,Assault,D14,82,Niagara (82),-79.41591640000001,43.63902279999999
Assault,2016.0,Assault,D43,136,West Hill (136),-79.1759491,43.7761612
Assault With Weapon,2016.0,Assault,D33,45,Parkwoods-Donalda (45),-79.3311768,43.7653084
Assault,2016.0,Assault,D55,62,East End-Danforth (62),-79.2914505,43.6839409
Robbery - Home Invasion,2016.0,Robbery,D42,117,L'Amoreaux (117),-79.3051605,43.7971191
Robbery With Weapon,2016.0,Robbery,D43,137,Woburn (137),-79.24825290000003,43.7819901
Assault With Weapon,2016.0,Assault,D55,63,The Beaches (63),-79.29890440000001,43.670269
Assault,2016.0,Assault,D32,34,Bathurst Manor (34),-79.45858759999999,43.7526703
Assault Bodily Harm,2016.0,Assault,D54,44,Flemingdon Park (44),-79.3280869,43.7156143
B&E W'Intent,2016.0,Break and Enter,D43,127,Bendale (127),-79.24452209999998,43.7485695
Assault With Weapon,2016.0,Assault,D42,118,Tam O'Shanter-Sullivan (118),-79.3039627,43.7868805
B&E,2016.0,Break and Enter,D51,74,North St.James Town (74),-79.37091059999999,43.6679115
B&E,2016.0,Break and Enter,D33,48,Hillcrest Village (48),-79.36745450000002,43.80117420000001
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3887177,43.6439705
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3743515,43.66291810000001
Assault,2016.0,Assault,D43,137,Woburn (137),-79.22657779999999,43.7775917
Assault With Weapon,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.5132217,43.7393913
Assault,2016.0,Assault,D31,27,York University Heights (27),-79.4881744,43.7520256
B&E,2016.0,Break and Enter,D42,131,Rouge (131),-79.2288361,43.829933200000006
Robbery - Other,2016.0,Robbery,D12,113,Weston (113),-79.50894170000002,43.70335770000001
B&E,2016.0,Break and Enter,D14,79,University (79),-79.4097672,43.6615181
Assault Bodily Harm,2016.0,Assault,D55,70,South Riverdale (70),-79.32938390000002,43.66728970000001
B&E,2016.0,Break and Enter,D41,126,Dorset Park (126),-79.2819595,43.7480927
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.41475679999998,43.7765884
B&E,2016.0,Break and Enter,D32,38,Lansing-Westgate (38),-79.420723,43.7447929
Robbery - Other,2016.0,Robbery,D12,113,Weston (113),-79.50894170000002,43.70335770000001
Assault,2016.0,Assault,D54,67,Playter Estates-Danforth (67),-79.35983279999998,43.6780472
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3923264,43.6460571
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.2599182,43.7168503
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.2599182,43.7168503
Assault,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.3730621,43.6631927
Assault,2016.0,Assault,D13,94,Wychwood (94),-79.43183140000002,43.6786118
B&E W'Intent,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.57474520000002,43.7000732
Assault,2016.0,Assault,D14,82,Niagara (82),-79.41886140000003,43.644207
Assault Bodily Harm,2016.0,Assault,D42,117,L'Amoreaux (117),-79.33093259999998,43.7974548
Assault,2016.0,Assault,D42,117,L'Amoreaux (117),-79.33093259999998,43.7974548
Assault,2016.0,Assault,D41,125,Ionview (125),-79.2778625,43.7299652
Assault Bodily Harm,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.49353029999997,43.607872
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58380890000002,43.74681470000001
Assault,2016.0,Assault,D43,135,Morningside (135),-79.20497890000001,43.7826042
Theft From Mail / Bag / Key,2016.0,Theft Over,D12,113,Weston (113),-79.50804140000002,43.6987534
B&E,2016.0,Break and Enter,D23,1,West Humber-Clairville (1),-79.6349335,43.7474403
B&E,2016.0,Break and Enter,D55,63,The Beaches (63),-79.30728149999999,43.6744766
Theft From Mail / Bag / Key,2016.0,Theft Over,D51,73,Moss Park (73),-79.36951450000002,43.6586609
Discharge Firearm - Recklessly,2016.0,Assault,D43,137,Woburn (137),-79.234993,43.7757454
Theft From Motor Vehicle Over,2016.0,Theft Over,D12,111,Rockcliffe-Smythe (111),-79.4854813,43.6704636
B&E,2016.0,Break and Enter,D22,14,Islington-City Centre West (14),-79.55870820000001,43.6440735
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.4825287,43.7285652
B&E W'Intent,2016.0,Break and Enter,D41,121,Oakridge (121),-79.2854004,43.6969986
